Date,Open,High,Low,Close,Volume
2022-01-04 00:00:00-05:00,24.51964586576688,24.661994683596166,24.310867720288154,24.3725528717041,1370400
2022-01-05 00:00:00-05:00,24.3203546806433,24.531505791468966,24.159025558994834,24.2041015625,1813200
2022-01-06 00:00:00-05:00,24.199361288518652,24.59082190666915,24.17326379330439,24.495922088623047,1076400
2022-01-07 00:00:00-05:00,24.517275948969438,24.567099761021677,24.185129269045518,24.23257827758789,984800
2022-01-10 00:00:00-05:00,23.990579788701336,24.118694253674175,23.88381682952569,24.10208511352539,1553600
2022-01-11 00:00:00-05:00,24.059384035715315,24.08073554322865,23.64419894014241,24.00481605529785,1968400
2022-01-12 00:00:00-05:00,23.96685675900778,24.208851384864115,23.924151931507453,23.99295425415039,1514400
2022-01-13 00:00:00-05:00,23.983462605652033,24.042774761835837,23.798408967968705,23.843486785888672,1385200
2022-01-14 00:00:00-05:00,23.784176496818805,23.928898314073354,23.49710585556108,23.535064697265625,1855200
2022-01-17 00:00:00-05:00,23.487615788734313,23.610984287358306,23.454401123333103,23.501850128173828,640800
2022-01-18 00:00:00-05:00,23.250366772014075,23.302561762540996,22.77112531456988,22.937198638916016,3466000
2022-01-19 00:00:00-05:00,22.91110551987134,22.991771014292613,22.57421282038349,22.72130584716797,2028400
2022-01-20 00:00:00-05:00,22.711811609538508,22.80433842824658,22.099709724190205,22.15427589416504,3152000
2022-01-21 00:00:00-05:00,22.09259534139591,22.301373505569845,21.907539870577132,21.936010360717773,2046400
2022-01-24 00:00:00-05:00,21.82687759556818,22.185123593356753,21.461514427304284,22.13530158996582,3161200
2022-01-25 00:00:00-05:00,21.93600761515511,22.365427046496986,21.85059796548685,22.268156051635742,2409200
2022-01-26 00:00:00-05:00,22.341706485214583,22.839928322747593,22.20647481774043,22.704696655273438,2783600
2022-01-27 00:00:00-05:00,22.86128041462006,23.376109558717655,22.79247808784159,23.186311721801758,2990000
2022-01-28 00:00:00-05:00,23.274089608578674,23.274089608578674,23.053448316271453,23.259855270385742,1527200
2022-01-31 00:00:00-05:00,23.11513640922425,23.535065729969364,23.11513640922425,23.26697540283203,1928000
2022-02-01 00:00:00-05:00,23.40932011483557,23.425927445275317,23.003625205467515,23.15546417236328,1633200
2022-02-02 00:00:00-05:00,23.19105537492097,24.0949721458638,23.19105537492097,23.96923065185547,2097200
2022-02-03 00:00:00-05:00,23.907541304831767,24.20884804902785,23.72486067406925,24.021421432495117,1409600
2022-02-04 00:00:00-05:00,24.021421986355357,24.19224127675734,23.860092857649402,24.03328514099121,1290000
2022-02-07 00:00:00-05:00,23.914662097334578,24.109205897214917,23.774684467507857,23.843486785888672,1243600
2022-02-08 00:00:00-05:00,23.92889887399648,24.175637686071834,23.762825543784007,24.066503524780273,1823200
2022-02-09 00:00:00-05:00,24.113947334563576,24.287139607378013,24.113947334563576,24.17563247680664,800800
2022-02-10 00:00:00-05:00,23.928898855155378,24.159030334028284,23.860096529817657,23.871959686279297,1639600
2022-02-11 00:00:00-05:00,23.95974049850505,24.13293280828963,23.845862160892437,24.083110809326172,1308800
2022-02-14 00:00:00-05:00,23.97160192661605,24.06887292422767,23.739097471486446,23.902799606323242,1210400
2022-02-15 00:00:00-05:00,23.973975444998864,24.14004876654183,23.658434324003778,23.72011947631836,1900400
2022-02-16 00:00:00-05:00,23.582516667158945,23.727238491502657,23.414070339329818,23.508968353271484,1626000
2022-02-17 00:00:00-05:00,23.489989780346114,23.71063110135366,23.36899245977718,23.44491195678711,1328800
2022-02-18 00:00:00-05:00,23.513709459039283,23.580138779034513,23.276460853305913,23.290695190429688,1840800
2022-02-22 00:00:00-05:00,23.13174603979059,23.335780047100506,23.034473213254195,23.21478271484375,1815600
2022-02-23 00:00:00-05:00,23.172079395607252,23.297820913204074,23.039220706835344,23.07243537902832,1188400
2022-02-24 00:00:00-05:00,22.567091279410455,24.07836395716629,22.5409937842158,23.976346969604492,2778000
2022-02-25 00:00:00-05:00,23.622846257151945,24.064128858248786,23.10089998986447,23.95024871826172,3241200
2022-02-28 00:00:00-05:00,23.7058798894255,23.87432617972319,23.35712415469884,23.456769943237305,4327600
2022-03-01 00:00:00-05:00,23.449655513408874,23.63945515594695,23.167330852964497,23.255111694335938,1988800
2022-03-02 00:00:00-05:00,23.28121016471773,23.641829138618693,23.25511266752502,23.60386848449707,1756000
2022-03-03 00:00:00-05:00,23.625216901694856,24.353570058400063,23.625216901694856,24.246807098388672,2227200
2022-03-04 00:00:00-05:00,23.964484722095065,25.205294048484312,23.964484722095065,25.153099060058594,2405600
2022-03-07 00:00:00-05:00,25.008380723329847,26.303758117407362,25.008380723329847,26.275287628173828,4924400
2022-03-08 00:00:00-05:00,26.215974657177576,26.801979086183465,26.10209451382254,26.59082794189453,5676400
2022-03-09 00:00:00-05:00,26.8114694194561,26.922976570308094,26.334599144348765,26.735549926757812,3900000
2022-03-10 00:00:00-05:00,26.46271759168379,27.42120246186691,26.38205210044775,27.252756118774414,3940000
