,Stock,Type,Start Date,End Date,Seed,Open (RMSE),High (RMSE),Low (RMSE),Close (RMSE),Volume (RMSE),Open (MAE),High (MAE),Low (MAE),Close (MAE),Volume (MAE),Open (MAPE),High (MAPE),Low (MAPE),Close (MAPE),Volume (MAPE),Open (SDAPE),High (SDAPE),Low (SDAPE),Close (SDAPE),Volume (SDAPE)
0,^GSPTSE,LSTM,2022-01-01,2024-01-01,1,204.0369638055912,212.1187723501826,192.5917351482749,219.7297495460417,95218433.06644562,188.1330078125,191.08118489583333,163.6994140625,187.5194661458333,62165301.6,0.9234023953216834,0.9344437400204416,0.8062707315843557,0.9198670656906232,36.98683751087453,0.3873644218887176,0.4494861435713528,0.4971401804967369,0.5601303675623688,64.32766327076324
1,^GSPTSE,LSTM,2022-01-01,2024-01-01,2,230.83080504298644,207.8833233382533,253.27327796748,269.5028849351199,96027271.1537594,182.39661458333333,161.6896484375,207.6404296875,216.00013020833333,63873866.13333333,0.8877270148609383,0.7837311873789872,1.0145537815804908,1.0498056193785188,39.54766712265766,0.6820000962967079,0.6285684463410423,0.7023346776074478,0.7766590421073797,69.3904019108525
2,^GSPTSE,LSTM,2022-01-01,2024-01-01,3,149.77371910259367,171.36818282732875,158.41166035131062,175.8653468064175,92301690.28886916,124.57180989583334,149.04166666666666,122.22779947916666,141.0216796875,57660188.53333333,0.6114718550526499,0.7264907534409356,0.5996421043052819,0.6900870340636778,34.014254065278166,0.4046767118809147,0.4078377045305941,0.4909770967837199,0.5111013606115242,61.724073237017
3,^GSPTSE,LSTM,2022-01-01,2024-01-01,4,162.0912689487823,189.28379089924024,179.5022273893305,194.2759566299919,91654534.64919418,140.35123697916666,163.06920572916667,139.83639322916667,152.07037760416668,57291909.6,0.6887645700044286,0.7957044869710864,0.6866188975336804,0.7439244580996535,34.15620154814291,0.3950703828936511,0.465735797556288,0.549073351855385,0.5877016866682179,62.89758244365061
4,^GSPTSE,LSTM,2022-01-01,2024-01-01,5,219.64854012761168,255.2421353661957,315.7295727013562,305.6544277526724,92285375.60351229,158.28470052083333,190.41555989583333,268.0427734375,241.66119791666668,57532168.53333333,0.77221488536879,0.9233114230713488,1.3132244650733629,1.1773790672340878,30.56812493577144,0.7400056812042541,0.8218872676383712,0.8122179850309954,0.9075526112096592,51.5667787607907
5,^GSPTSE,LSTM,2022-01-01,2024-01-01,6,170.64885149946585,199.8216975372192,183.99722548272675,217.3454928244749,94017657.51303652,150.237109375,173.0630859375,155.68346354166667,195.6643880208333,60757141.86666667,0.73894585665838,0.8486804389077633,0.7692838184927293,0.9613693747193056,36.76725464968903,0.3989771891894943,0.4936038978841059,0.4863633187583086,0.4691458566494723,65.58860082594535
6,^GSPTSE,LSTM,2022-01-01,2024-01-01,7,203.90535604487047,231.89895250594623,284.8584397820298,264.6367743516548,95634498.0819112,154.96197916666668,188.7561848958333,216.6643880208333,192.55123697916667,63367889.6,0.7594258545826601,0.9202561885655572,1.063164874796838,0.940980870356627,37.93068935131679,0.6467942327378954,0.65481606066741,0.9074272768628012,0.8854960383144477,65.32180107658112
7,^GSPTSE,LSTM,2022-01-01,2024-01-01,8,161.78428301130495,187.0419521603523,177.3193128999638,192.2132288907713,93042173.28430134,137.58567708333334,156.2794921875,156.54986979166668,166.280078125,59956157.06666667,0.6747582409584882,0.7622101541922711,0.7713737565412316,0.8148013062974333,35.160172362315684,0.4138949741050994,0.4974155647136235,0.4104337379142166,0.4703674103083482,61.48618407919293
8,^GSPTSE,LSTM,2022-01-01,2024-01-01,9,238.77269889445128,253.4618722248325,285.41495192884673,247.3587505291007,92891747.57402946,180.07259114583334,186.1115234375,238.03229166666668,182.6516927083333,59109605.333333336,0.8774284467179304,0.9013118116859232,1.1659227650145505,0.8885417918832463,36.02086801575052,0.7597867494147341,0.8302929594864443,0.7658383095115541,0.8074742099063581,65.59796741028052
9,^GSPTSE,LSTM,2022-01-01,2024-01-01,10,175.8621253265736,207.2738356638892,191.75461470295184,227.49594661664847,92626128.22687416,135.38919270833333,165.33430989583334,155.04309895833333,167.63131510416667,58640912.53333333,0.6628671377333339,0.8043500192459496,0.7607613860099083,0.8177279051235988,35.11969119728728,0.5453546256093607,0.6042195274184295,0.5495800724623912,0.7462517826583271,62.84810173605682
10,^GSPTSE,LSTM,2022-01-01,2024-01-01,11,158.0721843933875,201.28422522313963,171.99720069766025,204.70677730321685,92565802.91234958,124.77819010416668,158.94700520833334,143.44270833333334,161.818359375,58173250.93333333,0.6113972108049671,0.7726340899707649,0.7065009895885755,0.7911576165801635,33.00025596681805,0.4710360839491369,0.5960930689664826,0.4643221299501519,0.6085896646517165,57.53589359842415
11,^GSPTSE,LSTM,2022-01-01,2024-01-01,12,244.61620903456628,288.341272990184,258.0230470289541,301.8141004446083,95358640.36797674,186.57760416666667,227.1314453125,203.38346354166663,239.4107421875,60352383.2,0.907753389600524,1.099210436059756,0.9932216225390244,1.1633520245785036,30.72452768147044,0.7652136817006944,0.8537629766324171,0.7706919820136628,0.8866967240873279,48.844890872876654
12,^GSPTSE,LSTM,2022-01-01,2024-01-01,13,153.27064569083353,171.16011773568889,159.3122434118915,182.00792211994943,95949195.96791652,116.78567708333334,142.81842447916668,116.99895833333332,143.27506510416666,63788007.46666667,0.5715719743737177,0.6966252106989143,0.5750068076887405,0.7005051045168843,39.77912642955489,0.4816757672401812,0.457308516351855,0.5290769513276938,0.5451030992851652,70.53926178330671
13,^GSPTSE,LSTM,2022-01-01,2024-01-01,14,165.8337259919903,177.45480918110812,166.30594779698714,175.3665298319746,93601587.35573795,122.55944010416668,159.49661458333333,139.87278645833334,152.94049479166668,59445165.06666667,0.5996610162035944,0.7802300089435292,0.6880609066458848,0.7507014357301419,33.99621784941569,0.5427916877823552,0.3807108257787612,0.4392980232437868,0.4206638729800275,58.93536755201214
14,^GSPTSE,LSTM,2022-01-01,2024-01-01,15,232.7382192520984,288.5844614162385,312.4915408179213,251.018137529805,92333864.40816692,180.11985677083334,227.61002604166663,272.8962890625,188.9315755208333,57936173.6,0.8768908762857771,1.1019964088590484,1.3358839309124866,0.9178529229190096,33.450564091579416,0.7127963200454115,0.854037619063098,0.7363352877745826,0.7989372065071968,59.84701079609916
