,Stock,Type,Start Date,End Date,Seed,Open (RMSE),High (RMSE),Low (RMSE),Close (RMSE),Volume (RMSE),Open (MAE),High (MAE),Low (MAE),Close (MAE),Volume (MAE),Open (MAPE),High (MAPE),Low (MAPE),Close (MAPE),Volume (MAPE),Open (SDAPE),High (SDAPE),Low (SDAPE),Close (SDAPE),Volume (SDAPE)
0,^GSPTSE,LSTM,2022-01-01,2024-01-01,1,640.3918745728223,640.2753745817732,653.2979810395963,656.6386591880663,89458698.97753261,556.8901221969342,547.6058410575613,571.1194419436682,569.7004369755207,53108413.67239356,2.7095430768375515,2.648892932066265,2.787693250128865,2.7670070182919884,32.18042485938313,1.4982003359732246,1.5672523629077482,1.5050567770708427,1.5449495601009329,65.24539636606538
1,^GSPTSE,LSTM,2022-01-01,2024-01-01,2,639.4319754932991,613.6350790458076,669.0285072052512,664.8010786649554,93845687.63962884,566.7146553602478,533.2357237822564,603.0116436962429,591.6041306597587,66176096.77501679,2.759107614204503,2.580797322730238,2.9465163152348564,2.8759412938921534,41.92574513320245,1.4010283884496255,1.4328081573419995,1.3699617496073369,1.4313331343273168,74.03130182746524
2,^GSPTSE,LSTM,2022-01-01,2024-01-01,3,789.2730325658729,783.41386571209,778.409182700457,787.3100696266556,89815793.12866624,695.8356348216417,679.1642436858382,682.1330764516154,686.9443608029623,52444279.65208193,3.387187014027349,3.286828607783612,3.3298523821223065,3.337133669476164,31.063673690359234,1.7628806890576776,1.8424563469383253,1.7794286181982866,1.8195944941485864,63.05179311685626
3,^GSPTSE,LSTM,2022-01-01,2024-01-01,4,1277.298043698224,1255.7062012411443,1322.219778988608,1294.1952983338044,90478136.5533362,1109.0346321750746,1080.7053823793494,1160.9008319600189,1127.946187176697,52539146.38592998,5.396553266808665,5.229449542600618,5.6682728627957175,5.480078013112355,30.531236329299343,3.0093461301312554,3.023049582547789,3.008938893264924,3.007648166303968,61.88350538124041
4,^GSPTSE,LSTM,2022-01-01,2024-01-01,5,918.8179245618302,901.1020587666052,948.2215391739852,958.2904483802917,88241512.37019919,821.6691176632273,794.9037181218113,857.08763048537,863.1683864767573,51923745.61670542,4.002048285424998,3.849597256824224,4.1889106144788055,4.198358741557169,31.78253170860852,1.9478708496352888,2.003288993078681,1.922827660521888,1.9664459948721271,63.97678958336103
5,^GSPTSE,LSTM,2022-01-01,2024-01-01,6,2119.3590299273665,2080.6749622769785,2193.429675400293,2267.642111356633,136812655.06188282,1650.162731039099,1621.6947577355172,1721.0041990979737,1762.1647358730445,110122854.78889982,8.009895268442738,7.829111711162027,8.381483344925826,8.537903246575244,66.72935063629247,6.371489620122032,6.209535409251066,6.535674841773085,6.823408973573168,84.89715805361188
6,^GSPTSE,LSTM,2022-01-01,2024-01-01,7,930.96367924112,956.089210052014,1016.8641481623024,982.6071192336152,89635468.47638898,818.4936654142356,838.713791095426,919.5739784460676,872.5915869319809,53065624.365813136,3.984105951738331,4.060878773771061,4.494198590685575,4.241892692017427,32.01476364346728,2.103548256324012,2.165687813129317,2.053981687022441,2.136376474835812,64.988625701238
7,^GSPTSE,LSTM,2022-01-01,2024-01-01,8,354.9411731948715,389.76569981836246,311.43579187686754,369.4506932160466,91081103.45215836,305.27070020949736,334.48085386748875,259.4256396027069,315.71259106263096,53323282.60396024,1.48578370968453,1.618944535972356,1.2653653769672004,1.5335283675058378,30.64117757538694,0.8615089508811158,0.947527078602418,0.823290259950562,0.9115220972225222,61.46016287566764
8,^GSPTSE,LSTM,2022-01-01,2024-01-01,9,1205.0835361571503,1214.0846427633835,1264.561332850429,1242.256471476893,90549778.0381264,1038.0592680307104,1044.2336004644344,1100.7620205447267,1072.512339446742,56742254.84004855,5.049851565601792,5.052842407636805,5.373204562400137,5.2091105890494696,35.577865952393125,2.9102975109860685,2.9295252981854607,2.964209821405189,2.9752002036128906,70.06475185261596
9,^GSPTSE,LSTM,2022-01-01,2024-01-01,10,839.4760166346679,826.4626714374308,853.8564880190139,863.7431809284548,89274823.45599277,713.8759112780925,693.753470822941,723.1487100434161,734.416464561696,54189817.93044647,3.470912887089163,3.3538257779384804,3.526252451404933,3.564751905594072,33.508446953043496,2.098221823607412,2.125079438831724,2.162228738643752,2.1563100676136897,66.53378821818399
