,Stock,Type,Start Date,End Date,Seed,Open (RMSE),High (RMSE),Low (RMSE),Close (RMSE),Volume (RMSE),Open (MAE),High (MAE),Low (MAE),Close (MAE),Volume (MAE),Open (MAPE),High (MAPE),Low (MAPE),Close (MAPE),Volume (MAPE),Open (SDAPE),High (SDAPE),Low (SDAPE),Close (SDAPE),Volume (SDAPE)
0,^GSPTSE,Transformer,2022-01-01,2024-01-01,1,737.4699797153934,827.9098749577134,795.5570013465476,980.0635212748898,90237379.41126898,579.1630288967361,655.270312897064,622.7701585973206,798.464815643909,55553571.70621501,2.809131171481861,3.1618408526753288,3.0297788638626613,3.8707599091356975,34.40389138774152,2.1843809444098907,2.4085134163150634,2.374727019198533,2.7115688821915347,68.1635617467138
1,^GSPTSE,Transformer,2022-01-01,2024-01-01,2,676.1985808976578,774.7712330152815,744.3789036360188,912.8213687758256,90235527.8140081,534.6676773162479,618.7624173594465,588.7592355238337,749.6265868949263,55431731.28589903,2.593772392520383,2.9864975730633088,2.8651221749783,3.634847697187864,34.282589329807564,1.9799748582847048,2.21822912658173,2.1836807121837545,2.4838514719949,68.08199993921004
2,^GSPTSE,Transformer,2022-01-01,2024-01-01,3,648.4913477923291,741.8704829169088,683.818172885235,870.8279413381476,91415088.93146911,498.5834015506681,574.9352480036442,522.5689718026616,697.8903177303936,56926599.70435571,2.4168205287946334,2.7723201234344854,2.540525874853833,3.3813732404430987,35.34466425982046,1.9851258112094377,2.2337003487584464,2.1168764939287588,2.487496881901972,68.64792021693404
3,^GSPTSE,Transformer,2022-01-01,2024-01-01,4,758.4728580232404,850.2690564657299,811.5766028555887,993.1953189960916,90482885.12048385,596.0276577670104,672.657493382729,634.6380519350328,808.1561293801475,55899544.44825603,2.891019115776032,3.245719706007213,3.087460561652057,3.917609228272763,34.685685199159096,2.244309966993036,2.475616901640989,2.4268365001269383,2.754809557448333,68.44262391739485
4,^GSPTSE,Transformer,2022-01-01,2024-01-01,5,405.4765045877043,494.5353783075786,441.4157013843456,593.2049202367117,91664381.40260229,301.0313496700573,375.6021927108935,324.4165274772068,462.15115002917497,57609169.19459308,1.4580166703466872,1.8100595679212548,1.5754866457745775,2.236956060938773,36.05940347786863,1.2992692595969395,1.531122586265017,1.4356248154952933,1.7764527956228289,69.96414753984409
5,^GSPTSE,Transformer,2022-01-01,2024-01-01,6,667.5667602708919,768.8826501234735,709.0914593971963,890.9774340084787,90155183.98451704,522.2830136258993,606.5448024513529,551.8435167423041,723.0547359129285,55630011.07983923,2.532960550234729,2.926394513150238,2.684243782526295,3.504697938324873,34.55862453153101,1.98969168866246,2.2499790002900384,2.136546968251722,2.484960133270952,68.71905952955069
6,^GSPTSE,Transformer,2022-01-01,2024-01-01,7,780.1475402375145,858.7793420501131,826.1758485666163,1001.336466454776,91223716.52714686,611.6638027906815,677.2643152222784,644.8602685883384,813.9083024450612,56749885.62417552,2.9666314157376186,3.2675953943396334,3.1369721237545374,3.945324635037386,35.3637947759866,2.316467773079862,2.5131535816086226,2.4771418713740747,2.782734360046616,69.0131664528391
7,^GSPTSE,Transformer,2022-01-01,2024-01-01,8,884.2771251590293,997.536618768127,957.3919790951204,1160.5254381251673,90134577.2575289,714.1167328971912,811.4029977824781,772.7061338254906,963.4083393835956,55587397.74211144,3.466857471694839,3.918945029729729,3.762970111576839,4.673491851403961,34.52112759140027,2.493316119436446,2.758965802931165,2.709122076434358,3.084987198829141,68.65164035834792
8,^GSPTSE,Transformer,2022-01-01,2024-01-01,9,660.8343516901012,766.8655223530538,713.7747030526668,914.7212056861722,90816425.93826942,500.8015951359795,589.3684648709883,539.2785032713564,726.351037675839,56329143.93856476,2.426576005449109,2.8411878418739045,2.620904744222537,3.518282631351879,34.96711317571993,2.064222782515511,2.3371572874032567,2.2443520935466057,2.655464830931996,68.50371950644127
9,^GSPTSE,Transformer,2022-01-01,2024-01-01,10,547.8125458640285,631.6815046054004,580.4451796364788,754.0911103423183,91165668.03120054,407.9227969576441,476.3826333513652,425.6410324896448,584.3115803505408,56814915.25892364,1.97575589224168,2.2952578677896622,2.0669613702552976,2.8279976433694043,35.471699498517644,1.7492433131245266,1.974988696972804,1.893530186138792,2.277017366526084,69.5447406300911
10,^GSPTSE,Transformer,2022-01-01,2024-01-01,11,771.8812296619528,852.4825859980185,820.7620186320559,991.8851875612102,90216372.13600138,618.0401152369899,686.9564110765548,655.9443297429127,818.7208765814082,55459148.188636966,2.9994936278299864,3.3167076562233904,3.1932039045372203,3.9706604942216783,34.31818580942764,2.2112524657445327,2.4008580668754247,2.3647418605898847,2.6699437862013733,68.14348528372037
11,^GSPTSE,Transformer,2022-01-01,2024-01-01,12,586.0455977226342,692.6083541795101,624.9018740355431,827.149919922551,90652211.91150586,451.03713293817503,539.360052471509,478.8756865426401,667.2582150485894,55987368.965352565,2.186312548028409,2.601091832493758,2.3281536043608178,3.233518568696735,34.670307339864685,1.7904922933877427,2.0691298589291183,1.9257361865279727,2.3328635513991625,68.28820589064865
